id,title,author,book_category_id,created_at,updated_at,slug,isbn,subtitle,subjects,cover_photo_url
1594,Programming Microsoft  .NET XML Web Services (Pro-Developer)," Damien Foggon,  Daniel Maharry,  Chris Ullman,  Karli Watson",1,NULL,18/08/2013 10:42,programming-microsoft-net-xml-web-services-pro-developer,735619123,,"Programming Languages - HTML, Internet - Web Site Design, XML (Document markup language), Computers - Languages / Programming, Programming - General, Microsoft .NET, Internet programming, Programming Languages - XML, Computers / General, XML, Microcomputer Application Software, Computers, Computer Books: Web Programming",http://covers.openlibrary.org/b/id/461457-M.jpg
1829,Code Complete, Steve McConnell,7,09/05/2012 14:58,15/08/2013 06:55,code-complete--3,735619670,,"Computer Software Packages, Reference - General, Development, Computers, Computers - General Information, Handbooks, manuals, etc, Computers / Programming / Software Development, General, Computer software",http://covers.openlibrary.org/b/id/461500-M.jpg
1743,Introducing ASP.NET 2.0, Dino Esposito,1,NULL,18/08/2013 10:52,introducing-asp-net-2-0,735620245,,"Active server pages, Web sites -- Design, Microsoft .NET",http://covers.openlibrary.org/b/id/461522-M.jpg
1311,Inside Microsoft SQL Server 2005, Kalen Delaney,3,NULL,12/08/2013 20:48,inside-microsoft-sql-server-2005,735621055,The Storage Engine,"Databases & data structures, Database Engineering, Computer Architecture, Computers, Computers - General Information, Computer Books: Database, Database Management - General, Client-Server Computing - General, Programming Languages - SQL, Computers / Gene",http://covers.openlibrary.org/b/id/461547-M.jpg
1681,Programming INDIGO, David Pallmann,1,NULL,18/08/2013 12:15,programming-indigo,735621519,,"Microsoft Windows, Programming - Software Development, General, Microcomputer Operating Environments, Computers, Computers - Languages / Programming, Programming - Object Oriented Programming, Computer Books: Languages, Operating Systems - Windows, Internet - Web Site Design, Computers / Programming / Software Development, Web services, Application software, Development",http://covers.openlibrary.org/b/id/461567-M.jpg
1602,Programming Microsoft  ASP.NET 2.0 Applications, Dino Esposito,1,NULL,18/08/2013 10:35,programming-microsoft-asp-net-2-0-applications,735621772,Advanced Topics,"Computer Programming, Internet languages, Microcomputer Application Software, Computers, Computer - Internet, Web sites, Computer Books: Languages, Web site development, Programming - General, Internet - Web Site Design, Computers / General, Programming Languages - General, Design, Internet programming",http://covers.openlibrary.org/b/id/461584-M.jpg
1683,Programming Microsoft  ASP.NET 2.0 Applications, Dino Esposito,1,NULL,18/08/2013 12:15,programming-microsoft-asp-net-2-0-applications--2,735621772,Advanced Topics,"Computer Programming, Internet languages, Microcomputer Application Software, Computers, Computer - Internet, Web sites, Computer Books: Languages, Web site development, Programming - General, Internet - Web Site Design, Computers / General, Programming Languages - General, Design, Internet programming",http://covers.openlibrary.org/b/id/461584-M.jpg
1654,Inside Microsoft SQL Server 2005," Itzik Ben-gan,  Dejan Sarka,  Roger Wolter",1,NULL,18/08/2013 11:45,inside-microsoft-sql-server-2005--3,735621977,T-SQL Programming (Pro-Developer),"SQL, Relational databases, Computers - Data Base Management, Database Engineering, Sql (Programming Language), Computers, Programming Languages - SQL, Computer Books: Languages, Microsoft .NET, Database Management - General, Computers / General, Client/server computing",http://covers.openlibrary.org/b/id/461590-M.jpg
1693,Inside Microsoft SQL Server 2005," Itzik Ben-gan,  Dejan Sarka,  Roger Wolter",1,NULL,18/08/2013 12:05,inside-microsoft-sql-server-2005--4,735621977,T-SQL Programming (Pro-Developer),"SQL, Relational databases, Computers - Data Base Management, Database Engineering, Sql (Programming Language), Computers, Programming Languages - SQL, Computer Books: Languages, Microsoft .NET, Database Management - General, Computers / General, Client/server computing",http://covers.openlibrary.org/b/id/461590-M.jpg
1682,Programming Microsoft  ADO.NET 2.0 Core Reference, David Sceppa,1,NULL,18/08/2013 12:15,programming-microsoft-ado-net-2-0-core-reference,073562206X,,"Object-oriented programming (OOP), Programming - General, Microcomputer Application Software, Computers, Computers - General Information, Computer Books: Operating Systems, General, Computers / General, Operating Systems - Windows, Database design, Object oriented programming (Computer science)",http://covers.openlibrary.org/b/id/461596-M.jpg
1589,MCTS Self-Paced Training Kit (Exam 70-536)," Tony Northrup,  Shawn Wildermuth,  Bill Ryan",1,NULL,18/08/2013 10:46,mcts-self-paced-training-kit-exam-70-536,735622779,Microsoft  .NET Framework 2.0 Application Development Foundation,"Computer Programming, Computing and Information Technology, Networking packages, Computers - General Information, Digital Computer Design, Microcomputer Application Software, Computers, Programming - General, Computer Books: Languages, General, Computers / General, Certification Guides - General, Computer Engineering",http://covers.openlibrary.org/b/id/461623-M.jpg
1720,Microsoft  Windows  Small Business Server 2003 R2 Administrator's Companion (Pro-Administrator's Companion)," Charlie Russel,  Sharon Crawford",1,NULL,18/08/2013 11:49,microsoft-windows-small-business-server-2003-r2-administrator-s-companion-pro-administrator-s-companion,735622809,,"Computer Communications & Networking, Microsoft Windows, Operating Systems - Windows, Microcomputer Operating Environments, Small Business Management, Computers, Computers - Communications / Networking, Computer Books: Operating Systems, Small Business - General, Client-Server Computing - Windows, Computers / General",http://covers.openlibrary.org/b/id/461624-M.jpg
1753,Microsoft  Office SharePoint  Server 2007 Administrator's Companion," Bill English,  The Microsoft SharePoint Community Experts",1,NULL,18/08/2013 11:40,microsoft-office-sharepoint-server-2007-administrator-s-companion,735622825,,"Local area networks (LANs), Computers, Computers - Accounting Packages, Computer Books: General, Business Software - MSOffice, Networking - General, Computers / General, General, Internet - World Wide Web, Networking - Intranets & Extranets, Programming - Software Development",http://covers.openlibrary.org/b/id/461625-M.jpg
1657,Inside Microsoft SQL Server 2005," Itzik Ben-Gan,  Lubor Kollar,  Dejan Sarka",1,NULL,18/08/2013 11:44,inside-microsoft-sql-server-2005--2,735623139,T-SQL Querying (Solid Quality Learning),"Database software, SQL, Operating Systems - NT, Computers, Computers - Data Base Management, Computer Books: Languages, Programming Languages - SQL, Database Management - SQL Server, Computers / General",http://covers.openlibrary.org/b/id/461637-M.jpg
1590,MCTS Self-Paced Training Kit (Exam 70-526)," Matthew A. Stoecker,  Steven J. Stein,  Tony Northrup",1,NULL,18/08/2013 10:46,mcts-self-paced-training-kit-exam-70-526,735623333,Microsoft  .NET Framework 2.0 Windows-Based Client Development,"Computing and Information Technology, Microsoft Windows, Relational Databases, Software Design, Computers, Computers - General Information, Computer Books: Languages, General, Computers / General, Certification Guides - General, Database Management - General, Programming - Software Development, Operating Systems - Windows, Computer Books: General",http://covers.openlibrary.org/b/id/461644-M.jpg
1591,MCTS Self-Paced Training Kit (Exam 70-528): Microsoft  .NET Framework 2.0 Web-Based Client Development (Pro Certification)," Glenn Johnson,  Tony Northrup",1,NULL,18/08/2013 10:46,mcts-self-paced-training-kit-exam-70-528-microsoft-net-framework-2-0-web-based-client-development-pro-certification,735623341,,"Computing and Information Technology, Microsoft Windows, Operating Systems - Windows, Relational Databases, Software Design, Computers, Computers - General Information, Computer Books: Languages, Programming Languages - General, General, Computers / General, Certification Guides - General, Database Management - General, Programming - Software Development, Client/server computing, Design, Examinations, Microsoft .NET Framework, Study guides, Web sites",http://covers.openlibrary.org/b/id/461645-M.jpg
1618,MCPD Self-Paced Training Kit (Exam 70-547)," Mike Snell,  Bruce Johnson,  Brian C. Lanham,  Shawn Wildermuth,  Sara Morgan",1,NULL,18/08/2013 11:01,mcpd-self-paced-training-kit-exam-70-547,735623406,Designing and Developing Web-Based Applications Using the Microsoft .NET Framework,"Computing and Information Technology, Internet, General, Microcomputer Operating Environments, Computers, Computers - Certification, Computer Books: Operating Systems, Certification Guides - General, Computers / General, Operating Systems - Windows, Tests",http://covers.openlibrary.org/b/id/461648-M.jpg
1286,Macromedia Flash MX 2004 Killer Tips, Shane Elliott,5,NULL,15/08/2013 07:50,macromedia-flash-mx-2004-killer-tips,735713839,,"Internet languages, Multimedia, Flash (Computer file), Computers - Desktop Publishing, Computers, Computer Books: General, Desktop Publishing - General, Computers / Computer Animation, Computer Animation, Design, Web sites",http://covers.openlibrary.org/b/id/461920-M.jpg
1930,Conceptual blockbusting,James L. Adams,9,25/04/2013 13:46,12/08/2013 21:31,conceptual-blockbusting,738205370,a guide to better ideas,"Problem solving, Creative thinking, Concepts",http://covers.openlibrary.org/b/id/465332-M.jpg
1401,Successful Presentation Skills, Andrew J. Bradbury,8,NULL,12/08/2013 21:56,successful-presentation-skills,749432594,,"Business communication & presentation, Business/Economics",http://covers.openlibrary.org/b/id/490979-M.jpg
1416,Getting Things Done, David Allen,8,NULL,12/08/2013 22:14,getting-things-done,749922648,,"Advice on careers & achieving success, Coping with stress, Time management, Self-Help",http://covers.openlibrary.org/b/id/492509-M.jpg
1501,Meditations, Marcus Aurelius,9,NULL,17/08/2013 09:06,meditations,753820161,,"Ancient Greek & Roman philosophy, Philosophy",http://covers.openlibrary.org/b/id/501743-M.jpg
1663,NT Network Plumbing, Tony Northrup,1,NULL,18/08/2013 11:40,nt-network-plumbing,076453209X,,"Local area networks (LANs), Networking standards & protocols, Microcomputer Networks, Computers, Computers - Communications / Networking, Computer Books: Integrated Systems, Networking - General, Programming - General, Computer network protocols, Computer network architectures, Internetworking (Telecommunication)",http://covers.openlibrary.org/b/id/520754-M.jpg
1647,Microsoft Outlook 2000 Programming Bible," Jeffrey A. Kent,  Davaid G. Jung",1,NULL,18/08/2013 11:10,microsoft-outlook-2000-programming-bible,764546503,,"Computer Software Packages, Electronic mail (email), Time management, Information Storage & Retrieval, Computers, Electronic Mail, Microcomputer Communication Software, Microsoft Outlook, Computers - Languages / Programming, Handbooks, manuals, etc, Computer Books: Languages, Business Software - PIMS, Programming - General, Programming Languages - Visual BASIC, Computers / Data Transmission Systems / Electronic Mail, Data Transmission Systems - Electronic Mail, Business, Computer programs",http://covers.openlibrary.org/b/id/521444-M.jpg
1666,Professional ASP.NET 1.1," Alex Homer,  Dave Sussman,  Rob Howard,  Brian Francis,  Karli Watson,  Richard Anderson",1,NULL,18/08/2013 11:35,professional-asp-net-1-1,764558900,Updated and Tested for Final Release of ASP.NET v1.1 (Programmer to Programmer),"Computer Programming, Web sites, Microcomputer Application Software, Computers, Programming - Software Development, Computers - Languages / Programming, Internet sites, Computer Books And Software, Internet - Web Site Design, Computers / Programming / Software Development, Microsoft.NET, Web servers, Web site development, Design",http://covers.openlibrary.org/b/id/522023-M.jpg
1289,Paint Shop Pro 9 for dummies, David C. Kay,5,NULL,17/08/2013 08:21,paint-shop-pro-9-for-dummies,764579355,,"Paint shop pro., Computer graphics.",http://covers.openlibrary.org/b/id/522832-M.jpg
1603,ASP.NET 2.0 Website Programming, Marco Bellinaso,1,NULL,18/08/2013 10:35,asp-net-2-0-website-programming,764584642,Problem - Design - Solution (Programmer to Programmer),"Computer Programming, Internet, Microsoft .NET, Design, Computers, Computer - Internet, Computer Books: Languages, Programming - General, Internet - Web Site Design, Computers / Internet / Web Site Design, Internet programming, Web sites",http://covers.openlibrary.org/b/id/522930-M.jpg
1290,Photoshop CS2 Bible," Laurie Ulrich Fuller,  Deke McClelland",5,NULL,12/08/2013 20:37,photoshop-cs2-bible,764589725,,"Photoshop, Computers, Computer Graphics - General, Computers - Other Applications, Computer Books: General, Computer Graphics - Photoshop, Miscellaneous Software, Computers / Computer Graphics / General, Adobe Photoshop, Adobe Photoshop (Computer software",http://covers.openlibrary.org/b/id/523137-M.jpg
1668,"Professional ASP.NET 2.0 security, membership, and role management", Stefan Schackow,1,NULL,18/08/2013 11:33,professional-asp-net-2-0-security-membership-and-role-management,764596985,,"Active server pages, Microsoft .NET, Web site development, Computer security",http://covers.openlibrary.org/b/id/523205-M.jpg
1639,Mastering Windows 2000 Server," Brian M. Smith,  Doug Toombs,  Mark Minasi",1,NULL,18/08/2013 11:18,mastering-windows-2000-server,782140432,,"General Theory of Computing, Microsoft Windows, Operating Systems - Windows, Computers - Operating Systems, Microcomputer Operating Environments, Computers, Operating Systems - General, Computer Books: Operating Systems, Microsoft Windows server, Interactive & Multimedia, Client-Server Computing - Windows, Computers / Operating Systems / Windows, Operating systems (Computers)",http://covers.openlibrary.org/b/id/534352-M.jpg
1774,Mastering Windows Server 2003,Microsoft,1,NULL,18/08/2013 11:50,mastering-windows-server-2003,782141307,,"Microsoft Windows server., Operating systems (Computers), Client/server computing.",http://covers.openlibrary.org/b/id/534412-M.jpg
1608,C# Complete, Sybex,1,NULL,18/08/2013 11:07,c-complete,782142036,,"C & Visual C, Programming - Object Oriented Programming, Object-Oriented Programming, Computers, Computers - Languages / Programming, Computer Books: Languages, Programming Languages - C#, Computers / Programming Languages / C#, C# (Computer language), C# (Computer program language)",http://covers.openlibrary.org/b/id/534459-M.jpg
1424,The IT Consultant ," Rick Freedman,  Rick Freeman",8,NULL,12/08/2013 21:51,the-it-consultant,787951730,A Commonsense Framework for Managing the Client Relationship,"Business information systems, Computer Communications & Networking, Electronic data processing con, Business / Economics / Finance, Consulting, Business & Economics / Human Resources & Personnel Management, Business consultants, Electronic data processing",http://covers.openlibrary.org/b/id/548693-M.jpg
1457,Clean code,Robert C. Martin,7,NULL,13/08/2013 05:32,clean-code,132350882,A Handbook of Agile Software Craftsmanship,"Agile software development, Computer software -- Reliability",http://covers.openlibrary.org/b/id/5547794-M.jpg
1565,JRuby Cookbook,Justin Edelson,4,NULL,17/08/2013 09:25,jruby-cookbook,059651980X,,,http://covers.openlibrary.org/b/id/5547889-M.jpg
1450,Domain-Driven Design, Eric Evans,7,NULL,15/08/2013 07:44,domain-driven-design--2,321125215,Tackling Complexity in the Heart of Software,"Internet, Software engineering, Object-Oriented Programming, Software Development, Computers, Computers - Languages / Programming, Computer Books: General, Programming - Systems Analysis & Design, Computers / Programming / Systems Analysis & Design, Progr",http://covers.openlibrary.org/b/id/5548424-M.jpg
1880,Domain-Driven Design, Eric Evans,5,31/07/2012 13:26,13/08/2013 09:56,domain-driven-design,978-0321125217,Tackling Complexity in the Heart of Software,"Internet, Software engineering, Object-Oriented Programming, Software Development, Computers, Computers - Languages / Programming, Computer Books: General, Programming - Systems Analysis & Design, Computers / Programming / Systems Analysis & Design, Progr",http://covers.openlibrary.org/b/id/5548424-M.jpg
1622,MCAD Developing and Implementing Web Applications with Microsoft Visual C# .NET and Microsoft Visual Studio  .NET Exam Cram 2 (Exam Cram 70-315), Priti Kalani,1,NULL,18/08/2013 11:00,mcad-developing-and-implementing-web-applications-with-microsoft-visual-c-net-and-microsoft-visual-studio-net-exam-cram-2-exam-cram-70-315,789729016,,"C & Visual C, Microsoft Windows, Study guides, Examinations, Computers, Web site development, Computer Networks, Desktop Publishing, Internet - World Wide Web, Computers - Certification, Electronic data processing personnel, Computer Books And Software, Electronic data processing per, Business Software - General, Certification Guides - General, Programming Languages - C#, Computers / Technical Skills, Certification, Internet - Web Site Design, Microsoft software",http://covers.openlibrary.org/b/id/554864-M.jpg
1291,Special Edition Using Macromedia Director MX, Gary Rosenzweig,5,NULL,12/08/2013 20:33,special-edition-using-macromedia-director-mx,789729032,,"Multimedia, Multimedia systems, Desktop Publishing - General, Computers, Computers - Desktop Publishing, Computer Books: General, Computers / Computer Graphics / General, Interactive & Multimedia, Director (Computer file)",http://covers.openlibrary.org/b/id/554866-M.jpg
1596,Administering IIS4, Mitch Tulloch,1,NULL,18/08/2013 10:40,administering-iis4,70655367,,"Computer Communications & Networking, Internet, Systems management, Computer Networks, Computers, Computer - Internet, Web servers, Computer Books: Web Programming, Networking - General, Internet - Hardware, Hardware - Network Hardware, Computer programs, Microsoft Internet information server",http://covers.openlibrary.org/b/id/55778-M.jpg
1443,Matrix computations, Gene H. Golub,7,NULL,15/08/2013 07:23,matrix-computations,801854148,,Matrices -- Data processing.,http://covers.openlibrary.org/b/id/566346-M.jpg
1455,Agile testing, Lisa Crispin,7,NULL,15/08/2013 06:54,agile-testing,321534468,a practical guide for testers and agile teams,"Computer software -- Testing, Agile software development",http://covers.openlibrary.org/b/id/5746615-M.jpg
1306,Oracle Database 10g, Kevin Loney,3,NULL,12/08/2013 20:50,oracle-database-10g,72253517,The Complete Reference (Osborne ORACLE Press Series),"Oracle, Oracle (Computer file), Database Management - General, Computers, Computers - Data Base Management, Computer Books: Database, Relational Databases, Database Management - Oracle, Computers / Database Management / General, Database management",http://covers.openlibrary.org/b/id/62167-M.jpg
1961,The Hunger Games, Suzanne Collins,6,15/08/2013 13:25,15/08/2013 13:25,the-hunger-games,9.78044E+12,Book 1 (The Hunger Games Trilogy),"Children's Books -- Literature, Teens -- Science Fiction & Fantasy -- Science Fiction",http://covers.openlibrary.org/b/id/6299623-M.jpg
1421,Succeeding with agile, Mike Cohn,8,NULL,12/08/2013 21:56,succeeding-with-agile,321579364,software development using Scrum,"Agile software development, Scrum (Computer software development)",http://covers.openlibrary.org/b/id/6307761-M.jpg
1932,The art of game design, Jesse Schell,5,25/04/2013 13:48,12/08/2013 20:35,the-art-of-game-design,123694965,a book of lenses,Computer games -- Design.,http://covers.openlibrary.org/b/id/6373188-M.jpg
1600,Applied Microsoft .NET Framework Programming, Jeffrey Richter,1,NULL,18/08/2013 10:37,applied-microsoft-net-framework-programming,735614229,,"Programming - Software Development, Internet programming, Computers - Languages / Programming, Programming - General, Microsoft.net framework, Microsoft .NET, Internet - General, Computers / Programming / Software Development, Computer Programming, Computer Books: General, Networking packages, Computer Networks, Computers, Microsoft .NET Framework",http://covers.openlibrary.org/b/id/6601117-M.jpg
1407,Schaum's Outline of UML (Schaum's Outlines)," Simon Bennett,  John Skelton,  Ken Lunn",8,NULL,12/08/2013 21:45,schaum-s-outline-of-uml-schaum-s-outlines,77107411,,"Programming languages, Non-Classifiable, Computers, Computers - Languages / Programming, Computer Books: General, Nonfiction - General, Programming - Object Oriented Programming, Computers / Programming Languages / General, General",http://covers.openlibrary.org/b/id/66562-M.jpg
1874,REST in Practice,"Jim Webber, Savas Parastatidis, Ian Robinson",5,16/07/2012 11:00,12/08/2013 20:37,rest-in-practice,596805829,,,http://covers.openlibrary.org/b/id/6671533-M.jpg
1833,The C Programming Language,"Brian W Kernighan, Dennis M Ritchie",4,09/05/2012 15:31,17/08/2013 09:58,the-c-programming-language--2,131103628,,,http://covers.openlibrary.org/b/id/6684943-M.jpg
1767,Programming WCF Services,Juval Lowy,1,NULL,18/08/2013 12:13,programming-wcf-services,596805489,Mastering WCF and the Azure AppFabric Service Bus,,http://covers.openlibrary.org/b/id/6726599-M.jpg
1748,Microsoft Silverlight 4 Data and Services Cookbook,Gill Cleeren,1,NULL,18/08/2013 11:09,microsoft-silverlight-4-data-and-services-cookbook,1847199844,,,http://covers.openlibrary.org/b/id/6726644-M.jpg
1802,Professional Enterprise .NET,Microsoft,1,12/04/2012 12:50,18/08/2013 11:27,professional-enterprise-net,470447613,,,http://covers.openlibrary.org/b/id/6726653-M.jpg
1758,Pro Silverlight 3 in C#,Matthew MacDonald,1,NULL,18/08/2013 11:38,pro-silverlight-3-in-c,1430223812,,,http://covers.openlibrary.org/b/id/6726671-M.jpg
1801,Never Eat Alone," Keith Ferrazzi,  Tahl Raz",9,12/04/2012 12:44,15/08/2013 08:06,never-eat-alone,385512058,"And Other Secrets to Success, One Relationship at a Time",,http://covers.openlibrary.org/b/id/6738908-M.jpg
1506,Shades of grey,Jasper Fforde,9,NULL,17/08/2013 08:58,shades-of-grey,340963050,I: The Road to High Saffron,,http://covers.openlibrary.org/b/id/6740213-M.jpg
1460,Cloud Computing Explained,John Rhoton,7,NULL,17/08/2013 09:46,cloud-computing-explained,956355609,enterprise implementation handbook,,http://covers.openlibrary.org/b/id/6943265-M.jpg
1763,Professional ASP.NET MVC 1.0,Microsoft,1,NULL,18/08/2013 11:31,professional-asp-net-mvc-1-0,470384611,,"Active server pages, Web sites -- Design, Software patterns, Microsoft .NET",http://covers.openlibrary.org/b/id/7013406-M.jpg
1515,New Programmer's Survival Manual,Josh Carter,9,NULL,17/08/2013 09:04,new-programmer-s-survival-manual,1934356816,"navigate your workplace, cube farm, or startup",,http://covers.openlibrary.org/b/id/7024638-M.jpg
1670,Professional ATL COM programming., Richard Grimes,1,NULL,18/08/2013 11:30,professional-atl-com-programming,1861001401,,,http://covers.openlibrary.org/b/id/7109781-M.jpg
1394,Peopleware, Tom DeMarco,8,NULL,12/08/2013 22:02,peopleware,932633439,Productive Projects and Teams,"Management, Organizational behavior, Organizational effectiveness, Project management",http://covers.openlibrary.org/b/id/711893-M.jpg
1410,Waltzing With Bears," Tom DeMarco,  Timothy Lister",8,NULL,12/08/2013 21:44,waltzing-with-bears,932633609,Managing Risk on Software Projects,"Computer Software Packages, Management, Computers, Computers - Languages / Programming, Computer Books: General, Computer Books: Languages, Risk management, Programming - General, Computer software, Programming - Software Development, Development",http://covers.openlibrary.org/b/id/711904-M.jpg
1805,Scrumban,Corey Ladas,8,13/04/2012 07:55,12/08/2013 21:59,scrumban,578002140,Essays On Kanban Systems For Lean Software Development,,http://covers.openlibrary.org/b/id/7140512-M.jpg
1813,C# in depth, Jon Skeet,1,13/04/2012 08:10,18/08/2013 11:06,c-in-depth--2,1935182471,,C# (Computer program language),http://covers.openlibrary.org/b/id/7144440-M.jpg
1288,JavaScript, David Flanagan,5,NULL,15/08/2013 07:54,javascript,596805527,the definitive guide,"JavaScript (Computer language), JavaScript (Computer program language), Web servers, Object-oriented programming (Computer science)",http://covers.openlibrary.org/b/id/7199140-M.jpg
1865,Javascript Web Applications,Alex MacCaw,5,05/07/2012 10:01,15/08/2013 07:55,javascript-web-applications,144930351X,,,http://covers.openlibrary.org/b/id/7242540-M.jpg
1473,RESTful Web Services,"Leonard Richardson, Sam Ruby",7,NULL,15/08/2013 07:46,restful-web-services,596529260,Web Services for the Real World,,http://covers.openlibrary.org/b/id/7242636-M.jpg
1585,Agile web development with rails, Sam Ruby,4,NULL,17/08/2013 09:39,agile-web-development-with-rails,1934356549,,"Ruby (Computer program language), Web site development, Handbooks, manuals",http://covers.openlibrary.org/b/id/7242744-M.jpg
1542,The PHP Anthology, Harry Fuecks,4,NULL,17/08/2013 09:54,the-php-anthology,957921853,"Object Oriented PHP Solution, Volume 1","Special purpose languages, Programming Languages - General, Computers, Computers - Languages / Programming, Computer Books: General, Computers / Languages / Programming, Computers / Programming Languages / CGI, JavaScript, Perl, VBScript, Computers / Programming Languages / General, PHP, OOP, PHP5, Web Design, Web Development, Web Site, PHP Tutorial, Learn PHP, Reference - General",http://covers.openlibrary.org/b/id/724402-M.jpg
1831,Real-World Functional Programming,"Tomas Petricek, Jon Skeet",1,09/05/2012 15:07,18/08/2013 12:12,real-world-functional-programming,978-1933988924,With Examples in F# and C#,,http://covers.openlibrary.org/b/id/7258473-M.jpg
1919,Spring in action, Craig Walls,4,25/04/2013 12:11,17/08/2013 10:03,spring-in-action,1935182358,,"Java (Computer program language), Development, Application software",http://covers.openlibrary.org/b/id/7260536-M.jpg
1499,Life and Fate, Vasiliĭ Semenovich Grossman,9,NULL,17/08/2013 09:06,life-and-fate,99506165,,"Modern fiction, Historical - General, War & Military, Fiction / War, Fiction - Historical",http://covers.openlibrary.org/b/id/77163-M.jpg
1648,"Microsoft Outlook Programming, Jumpstart for Administrators, Developers, and Power Users", Sue Mosher,1,NULL,18/08/2013 11:10,microsoft-outlook-programming-jumpstart-for-administrators-developers-and-power-users,1555582869,,"Electronic mail (email), High level programming languages, Integrated software packages, Programming - General, Computers - Integrated Software, Computer Programming, Electronic Mail, Computers, Programming - Algorithms, Computer Books: General, Microsoft Outlook, Data Transmission Systems - Electronic Mail, Business Software - General, Computers / Data Transmission Systems / General, Business, Computer programs",http://covers.openlibrary.org/b/id/774824-M.jpg
1303,Developing Time-Oriented Database Applications in SQL (Morgan Kaufmann Series in Data Management Systems)," Richard T. Snodgrass,  Christian S. Jensen",3,NULL,12/08/2013 20:45,developing-time-oriented-database-applications-in-sql-morgan-kaufmann-series-in-data-management-systems,1558604367,,"Database software, Databases & data structures, SQL, SQL (Computer program language), Information Storage & Retrieval, Real-Time Data Processing, Computers, Computers - Languages / Programming, Computer Books And Software, Programming Languages - SQL, Inf",http://covers.openlibrary.org/b/id/784127-M.jpg
1550,UNIX System Programming  for System VR4, Dave Curry,4,NULL,17/08/2013 09:48,unix-system-programming-for-system-vr4--2,1565921631,,"Computer Programming, Unix, Unix Linux & Unix TCL/TK, Programming Languages - General, Unix (Operating System), Computers, Computers - Languages / Programming, Computer Books: Operating Systems, Systems programming (Computer science), Operating Systems - UNIX, Programming - Software Development, Approved List/Classroom Adoption, Computers / Languages / Programming, Computers / Operating Systems / UNIX, Computers / Programming / Software Development, Computers/Operating Systems - UNIX, Computers/Programming ",http://covers.openlibrary.org/b/id/805629-M.jpg
1553,UNIX System Programming  for System VR4, Dave Curry,4,NULL,17/08/2013 09:48,unix-system-programming-for-system-vr4,1565921631,,"Computer Programming, Unix, Unix Linux & Unix TCL/TK, Programming Languages - General, Unix (Operating System), Computers, Computers - Languages / Programming, Computer Books: Operating Systems, Systems programming (Computer science), Operating Systems - UNIX, Programming - Software Development, Approved List/Classroom Adoption, Computers / Languages / Programming, Computers / Operating Systems / UNIX, Computers / Programming / Software Development, Computers/Operating Systems - UNIX, Computers/Programming ",http://covers.openlibrary.org/b/id/805629-M.jpg
1715,Windows NT TCP/IP network administration, Craig Hunt,1,NULL,18/08/2013 11:52,windows-nt-tcp-ip-network-administration,1565923774,,"Microsoft Windows NT, TCP/IP (Computer network protocol), Computer networks -- Management",http://covers.openlibrary.org/b/id/805749-M.jpg
1343,Java foundation classes in a nutshell, David Flanagan,2,NULL,14/08/2013 17:15,java-foundation-classes-in-a-nutshell,1565924886,a desktop quick reference,"Java (Computer program language), Application software -- Development",http://covers.openlibrary.org/b/id/805808-M.jpg
1846,VB Shell Programming (Visual Basic), J.P. Hamilton,4,23/05/2012 09:03,17/08/2013 09:47,vb-shell-programming-visual-basic,1565926706,,"Basic, Visual Basic & QBasic, Programming Languages - Visual BASIC, Microcomputer Operating Environments, Basic (Programming Language), Computers, Programming (Computers), Computer Books: Languages, Operating Systems - Windows, Microsoft Visual BASIC, BASIC (Computer program langua, BASIC (Computer program language), Application software, Microsoft Windows",http://covers.openlibrary.org/b/id/805901-M.jpg
1574,Programming the Perl DBI, Alligator Descartes,4,NULL,17/08/2013 10:10,programming-the-perl-dbi,1565926994,,"Perl (Computer program language), Database management",http://covers.openlibrary.org/b/id/805916-M.jpg
1623,Developing ASP components, Shelley Powers,1,NULL,18/08/2013 11:00,developing-asp-components,1565927508,,"Active server pages, Microsoft Internet information server, Web site development, Web sites -- Design",http://covers.openlibrary.org/b/id/805940-M.jpg
1601,ASP in a Nutshell, Keyton Weissinger,1,NULL,18/08/2013 10:36,asp-in-a-nutshell,1565928431,,"Web sites, Microsoft Internet information, Hardware - Personal Computers - General, Programming Languages - General, Computers - Languages / Programming, Microcomputer Application Software, Internet - World Wide Web, Internet - General, Internet - Web Site Design, Networking - General, Computers / Internet / Web Site Design, Computers / Languages / Programming, Computers / Programming Languages / General, Computers/Internet - Web Site Design, Computers/Networking - General, Computer Networks, Web servers, A",http://covers.openlibrary.org/b/id/805953-M.jpg
1827,Conquering carpal tunnel syndrome and other repetitive strain injuries, Sharon J. Butler,9,09/05/2012 14:53,12/08/2013 21:32,conquering-carpal-tunnel-syndrome-and-other-repetitive-strain-injuries,978-1572240391,a self-care program,"Carpal tunnel syndrome -- Popular works., Overuse injuries -- Popular works.",http://covers.openlibrary.org/b/id/821313-M.jpg
1633,Inside MAPI, Irving De la Cruz,1,NULL,18/08/2013 10:53,inside-mapi,1572313129,,"Application software -- Development., Client/server computing., Telecommunication.",http://covers.openlibrary.org/b/id/822129-M.jpg
1632,Inside COM, Dale Rogerson,1,NULL,18/08/2013 10:54,inside-com,1572313498,,"Object-oriented programming (Computer science), C++ (Computer program language)",http://covers.openlibrary.org/b/id/822155-M.jpg
